Product Name,Barcode,Common Name,Packaging,Brands,Categories,Countries where sold,Nutri-Score,Nutri-Score Quality,NOVA Group,Food Processing,Eco-Score,Packaging Impact,Nutrient Levels,Ingredients,Additives,Ingredient Analysis,fat,saturated-fat,sugars,salt,Ingredient Classifications,Harmful Count,Moderate Count,Safe Count,Dietary Flags,Health Impact Score,Health Classification
parle,8901719128288.0,Unknown,Unknown,Parle,snacks,India,4.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in high quantity (20.1%); Saturated fat in high quantity (9.4%); Sugars in moderate quantity (7.7%); Salt in moderate quantity (0.813%),"REFINED WHEAT FLOUR MAIDA, REFINED DILS PALM AND PALMOLEIN, MILLED POTATO FLAKES 113, SEASONING 32 ISPICES CHILLI, ONION, GARLIC, TOMATO, TAMARIND, SOY SAUCE, ACIDITY REGULATORS 330296, YEAST EXTRACT, FLAVOR ENHANCERS 627, 631, ANTICAKING AGENT 551 ANTIOXIDANT 319, EMULSIFIERS 1471 4333390414, SUGAR, INVERT SUGAR SYRUP, WHEY POWDER, RAISING AGENTS 5030, 500 C 3410 TAPIOCA STARCH, IODISED SALT, FLOUR TREATMENT AGENTS 1223, 1101 01, EMULSIFIER OF VEGETABLE ORIGIN 472e CONTAINS ADDED FLAVOURS NATURAL AND ARTIFICIAL FLAVOURING SUBSTANCESPOTATO, BARBEQUE AND TOMATO SPICES AS NATURAL FLAVOURING AGENT CONTAINS WHEAT, MILK, SOY, SULPHITE  In",E1101 - Protease; E296 - Malic acid; E319 - Tertiary-butylhydroquinone (tbhq); E339 - Sodium phosphates; E414 - Acacia gum; E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids; E500 - Sodium carbonates; E551 - Silicon dioxide; E627 - Disodium guanylate; E631 - Disodium inosinate,Palm oil; Non-vegan; Vegetarian status unknown,,,,,"{'safe': ['refined wheat flour maida', 'refined dils palm and palmolein', 'milled potato flakes 113', 'seasoning 32 ispices chilli', 'onion', 'garlic', 'tomato', 'tamarind', 'soy sauce', 'acidity regulators 330296', 'yeast extract', 'flavor enhancers 627', '631', 'anticaking agent 551 antioxidant 319', 'emulsifiers 1471 4333390414', 'whey powder', 'raising agents 5030', '500 c 3410 tapioca starch', 'flour treatment agents 1223', '1101 01', 'emulsifier of vegetable origin 472e contains added flavours natural and artificial flavouring substancespotato', 'barbeque and tomato spices as natural flavouring agent contains wheat', 'milk', 'soy', 'sulphite  in'], 'moderate': ['sugar', 'invert sugar syrup', 'iodised salt'], 'harmful': []}",0,3,25,"{'gluten-free': ['refined wheat flour maida', 'barbeque and tomato spices as natural flavouring agent contains wheat'], 'vegan': ['whey powder', 'milk'], 'low sugar': ['sugar', 'invert sugar syrup']}",,Red
women's plus - horlicks unilever - 200 g,8901030949630.0,Unknown,Unknown,Horlicks Unilever,"plant-based foods and beverages, beverages, plant-based beverages, instant beverages, cereals-based beverages",India,1.0,Missing data to compute the Nutri-Score,4.0,Ultra processed foods,0.0,,Fat in moderate quantity (3%); Saturated fat in moderate quantity (1.5%); Sugars in high quantity (28%); Salt in high quantity (1.62%),"Cereal Extract 46 Barley, Wheat, Malted Barley, Wheat Malt, Milk Solids 37, Maltodextrin, Minerals, Edible lodized Salt, Nature Identical Flavouring Substances, Vitamins, NonCaloric Sweetener INS 950 Allergen Information Contains Wheat, Barley  Milk May Contain Traces of Soy",E950 - Acesulfame k,Palm oil content unknown; Non-vegan; Vegetarian,,,,,"{'safe': ['cereal extract 46 barley', 'wheat', 'malted barley', 'wheat malt', 'milk solids 37', 'maltodextrin', 'minerals', 'nature identical flavouring substances', 'vitamins', 'noncaloric sweetener ins 950 allergen information contains wheat', 'barley  milk may contain traces of soy'], 'moderate': ['edible lodized salt'], 'harmful': []}",0,1,11,"{'gluten-free': ['cereal extract 46 barley', 'wheat', 'malted barley', 'wheat malt', 'maltodextrin', 'noncaloric sweetener ins 950 allergen information contains wheat', 'barley  milk may contain traces of soy'], 'vegan': ['milk solids 37', 'barley  milk may contain traces of soy'], 'low sugar': []}",,Red
soda - bisleri - 750 ml,8906017290774.0,CARBONATED WATER,Unknown,Bisleri,"beverages, sodas, carbonated waters",India,5.0,Good nutritional quality,4.0,Ultra processed foods,0.0,,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in low quantity (0%); Salt in low quantity (0.0025%),"TREATED WATER, CARBON DIOXIDE",E290 - Carbon dioxide,Palm oil free; Vegan; Vegetarian,,,,,"{'safe': ['treated water', 'carbon dioxide'], 'moderate': [], 'harmful': []}",0,0,2,"{'gluten-free': [], 'vegan': [], 'low sugar': []}",,Red
creme bakes - lavian exotique - 21g,8906071887743.0,Unknown,Unknown,Lavian Exotique,"snacks, sweet snacks, biscuits and cakes, cakes",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in moderate quantity (17%); Saturated fat in high quantity (11.2%); Sugars in high quantity (65.1%); Salt in moderate quantity (0.307%),"SOFT CAKEREFINED WHEAT FLOUR MAIDA, SUGAR, LIQUID GLUCOSE, HUMECTANTS INS 422, INS 420i, EDIBLE VEGETABLE OILREFINED PALMOLIEN OIL, INS 319, INS 330, INS 900a, CAKE GELINS 471, INS 477, INS 472b, INS 470i,INS 422, MILK SOLIDS, COCOA SOLIDS, BAKING POWDER, EMULSIFIERINS 322, EDIBLE VEGETABLE FATREFINED PALM OIL, REFINED PALM STEARIN, Indian sesame oil, EDIBLE COMMON SALT, PRESERVATIVES INS 202, INS 223, RAISING AGENTS INS 503ii, INS 500ii, STABILIZERINS 415 CONTAINS PERMITTED NATURAL FOOD COLOUR INS 150d and ADDED FLAVOURS  ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLINSYRUPHUMECTANTS INS 420ii, INS 422, PRESERVATIVE INS 202 CENTRE CREAM 18SUGAR, EDIBLE VEGETABLE FAT REFINED PALM OIL, REFINED PALM STEARIN, Indian sesame oil, MILK SOLIDS, COCOA SOLIDS, DEXTROSE MONOHYDRATE, EMULSIFIERINS 322, HUMECTANT INS 420i, PRESERVATIVE INS 202, EDIBLE COMMON SALT CONTAINS ADDED FLAVOURNATURAL  NATURE IDENTICAL FLAVOURING SUBSTANCES COCOA, ENROBED COMPOUND 35 SUGAR, EDIBLE VEGETABLE FATS HYDROGENATED VEGETABLE OILS  REFINED PALM KERNEL OIL,Indian sesame oil, INS 322, MILK SOLIDS, COCOA SOLIDS, EMULSIFIERS INS 322, INS 476, INS 492, ANTIOXIDANT INS 321,CONTAINS ADDED FLAVOURARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN, CONTAINS WHEAT, MILK, SOYA AND SULPHITE MAY CONTAINS TRACES OF NUTSHYDROGENATED VEGETABLE FATS USEDCONTAINS TRANS FATS",E150 - Caramel; E202 - Potassium sorbate; E223 - Sodium metabisulphite; E319 - Tertiary-butylhydroquinone (tbhq); E321 - Butylated hydroxytoluene; E322 - Lecithins; E330 - Citric acid; E415 - Xanthan gum; E420 - Sorbitol; E420i - D-sorbitol; E420ii - Sorbitol syrup; E422 - Glycerol; E471 - Mono- and diglycerides of fatty acids; E472 - Acid esters of mono- and diglycerides of fatty acids; E476 - Polyglycerol polyricinoleate; E477 - Propane-1‚2-diol esters of fatty acids; E492 - Sorbitan tristearate; E500 - Sodium carbonates; E500ii - Sodium hydrogen carbonate; E503 - Ammonium carbonates; E503ii - Ammonium hydrogen carbonate; E900 - Dimethylpolysiloxane and Methylphenylpolysiloxane,Palm oil; Non-vegan; Vegetarian status unknown,,,,,"{'safe': ['soft cakerefined wheat flour maida', 'liquid glucose', 'humectants ins 422', 'ins 420i', 'edible vegetable oilrefined palmolien oil', 'ins 319', 'ins 330', 'ins 900a', 'cake gelins 471', 'ins 477', 'ins 472b', 'ins 470i,ins 422', 'milk solids', 'cocoa solids', 'baking powder', 'emulsifierins 322', 'edible vegetable fatrefined palm oil', 'refined palm stearin', 'indian sesame oil', 'preservatives ins 202', 'ins 223', 'raising agents ins 503ii', 'ins 500ii', 'stabilizerins 415 contains permitted natural food colour ins 150d and added flavours  artificial flavouring substances ethyl vanillinsyruphumectants ins 420ii', 'ins 422', 'edible vegetable fat refined palm oil', 'refined palm stearin', 'indian sesame oil', 'milk solids', 'cocoa solids', 'dextrose monohydrate', 'emulsifierins 322', 'humectant ins 420i', 'preservative ins 202', 'edible vegetable fats hydrogenated vegetable oils  refined palm kernel oil,indian sesame oil', 'ins 322', 'milk solids', 'cocoa solids', 'emulsifiers ins 322', 'ins 476', 'ins 492', 'antioxidant ins 321,contains added flavourartificial flavouring substances ethyl vanillin', 'contains wheat', 'milk', 'soya and sulphite may contains traces of nutshydrogenated vegetable fats usedcontains trans fats'], 'moderate': ['sugar', 'edible common salt', 'preservative ins 202 centre cream 18sugar', 'edible common salt contains added flavournatural  nature identical flavouring substances cocoa', 'enrobed compound 35 sugar'], 'harmful': []}",0,5,45,"{'gluten-free': ['soft cakerefined wheat flour maida', 'contains wheat'], 'vegan': ['milk solids', 'milk solids', 'milk solids', 'milk'], 'low sugar': ['sugar', 'preservative ins 202 centre cream 18sugar', 'enrobed compound 35 sugar']}",,Red
veg mayonnaise - dr.oetker - 250g,890600200494.0,Unknown,Unknown,Dr.Oetker,"condiments, sauces, dips, mayonnaises",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,2.0,,Fat in high quantity (51.8%); Saturated fat in high quantity (9.2%); Sugars in moderate quantity (7.3%); Salt in high quantity (1.78%),"Refined Soyabean Oil, Water, Sugar, Milk Solids, iodised Salt, Lemon Juice, Emulsifiers and Stabilizers INS415, INS1442, Acidity Regulators INS260, INS330, Preservatives INS211, INS202, Antioxidant INS319 CONTAINS MILK",E1442 - Hydroxypropyl distarch phosphate; E202 - Potassium sorbate; E211 - Sodium benzoate; E260 - Acetic acid; E319 - Tertiary-butylhydroquinone (tbhq); E330 - Citric acid; E415 - Xanthan gum,Palm oil free; Non-vegan; Vegetarian,,,,,"{'safe': ['refined soyabean oil', 'water', 'milk solids', 'lemon juice', 'emulsifiers and stabilizers ins415', 'ins1442', 'acidity regulators ins260', 'ins330', 'preservatives ins211', 'ins202', 'antioxidant ins319 contains milk'], 'moderate': ['sugar', 'iodised salt'], 'harmful': []}",0,2,11,"{'gluten-free': [], 'vegan': ['milk solids', 'antioxidant ins319 contains milk'], 'low sugar': ['sugar']}",,Red
veg mayonnaise for burger - dr.oetker - 250g,890600200876.0,Unknown,Unknown,Dr.Oetker,"condiments, sauces, dips, mayonnaises",India,2.0,Bad nutritional quality,4.0,Ultra processed foods,2.0,,Fat in high quantity (42.1%); Saturated fat in high quantity (7.6%); Sugars in high quantity (14.3%); Salt in high quantity (1.62%),"Refined Soyabean Oil, Tomatoes 3, Sugar, Milk Solids, Lemon Juice,iodised Salt, Emulsifiers  Stabilizers INS1442, INS415, Mixed Spices,Acid Regulators INS260, INS330, Preservatives INS211, INS202,AntioxidantINS319, Contains Milk",E1442 - Hydroxypropyl distarch phosphate; E202 - Potassium sorbate; E211 - Sodium benzoate; E260 - Acetic acid; E319 - Tertiary-butylhydroquinone (tbhq); E330 - Citric acid; E415 - Xanthan gum,Palm oil free; Non-vegan; Vegetarian,,,,,"{'safe': ['refined soyabean oil', 'tomatoes 3', 'milk solids', 'emulsifiers  stabilizers ins1442', 'ins415', 'mixed spices,acid regulators ins260', 'ins330', 'preservatives ins211', 'ins202,antioxidantins319', 'contains milk'], 'moderate': ['sugar', 'lemon juice,iodised salt'], 'harmful': []}",0,2,10,"{'gluten-free': [], 'vegan': ['milk solids', 'contains milk'], 'low sugar': ['sugar']}",,Red
multigrain bread - mr bakewell - 400 g,8908014814007.0,Unknown,Unknown,Mr Bakewell,"plant-based foods and beverages, plant-based foods, cereals and potatoes, breads",India,5.0,Missing data to compute the Nutri-Score,4.0,Ultra processed foods,0.0,,Fat in moderate quantity (5%); Saturated fat in moderate quantity (3%); Sugars in moderate quantity (6.75%),"Refined Wheat Flour Maida, Water, Multigrain Mix Sunflower, Flax Seed, Sesame, Soya Seeds Rolled Oats, Whole Wheat Flour Atta, Sugar, Edible Vegetable Oil Palm Oil, Yeast, iodized Salt, Soya Flour, Gluten, Calcium Propionate INS282 Bread Improver INS 170, 1100i, Ardior fort INS 301",E170 - Calcium carbonates; E282 - Calcium propionate; E301 - Sodium ascorbate,Palm oil; Vegan status unknown; Vegetarian,,,,,"{'safe': ['refined wheat flour maida', 'water', 'multigrain mix sunflower', 'flax seed', 'sesame', 'soya seeds rolled oats', 'whole wheat flour atta', 'edible vegetable oil palm oil', 'yeast', 'soya flour', 'gluten', '1100i', 'ardior fort ins 301'], 'moderate': ['sugar', 'iodized salt', 'calcium propionate ins282 bread improver ins 170'], 'harmful': []}",0,3,13,"{'gluten-free': ['refined wheat flour maida', 'whole wheat flour atta'], 'vegan': [], 'low sugar': ['sugar']}",,Red
swing - paper boat - 1.2 l,8906080603303.0,Unknown,Unknown,Paper Boat,"plant-based foods and beverages, beverages, plant-based beverages, juices and nectars",India,4.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in low quantity (0%); Sugars in high quantity (13%); Salt in low quantity (0.1%),"WATER, SUGAR, POMEGRANATE JUICE CONCENTRATE 19, FLAVOURS NATUREIDENTICAL AND NATURAL FLAVOURING SUBSTANCES,ACIDITY REGULATOR 330, IODISED SALT, PRESERVATIVES 202 AND NATURAL FOOD COLOURS 150d, 124, 122, AND VITAMIN D2 RECONSTITUTED 10 POMEGRANATE JUICE",E122 - Azorubine; E124 - Ponceau 4r; E150d - Sulphite ammonia caramel; E202 - Potassium sorbate; E330 - Citric acid,Palm oil content unknown; Vegan status unknown; Vegetarian,,,,,"{'safe': ['water', 'pomegranate juice concentrate 19', 'flavours natureidentical and natural flavouring substances,acidity regulator 330', 'preservatives 202 and natural food colours 150d', '124', '122', 'and vitamin d2 reconstituted 10 pomegranate juice'], 'moderate': ['sugar', 'iodised salt'], 'harmful': []}",0,2,7,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",,Red
munchiez ragi chips - saffola - 80g,8901088724197.0,Unknown,Unknown,Saffola,"snacks, salty snacks, appetizers, chips and fries, crisps",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in high quantity (25.5%); Saturated fat in high quantity (6.2%); Sugars in moderate quantity (7.4%); Salt in high quantity (2.23%),"CEREAL PRODUCT 601 RAGI FLOUR 248 CORN MEAL, RICE FLOUR, EDIBLE VEGETABLE OIL REFINED RICE BRAN OIL, STARCH, SUGAR,  SPICES AND CONDIMENTS, IODISED SALT, STABILIZERS INS 170i, DEHYDRATED MANGO POWDER, MALTODEXTRIN, MILK SOLIDS, DEXTROSE, RAISING AGENT INS 500 ii, FLAVOUR NATURAL AND NATUREIDENTICAL FLAVOURING SUBSTANCE, HYDROLYSED VEGETABLE PROTEIN, ACIDITY REGULATORS INS 330, INS 262ii, FLAVOUR ENHANCER INS 627, 631, YEAST EXTRACT",E170 - Calcium carbonates; E170i - Calcium carbonate; E262 - Sodium acetates; E262ii - Sodium diacetate; E330 - Citric acid; E500 - Sodium carbonates; E500ii - Sodium hydrogen carbonate; E627 - Disodium guanylate; E631 - Disodium inosinate,Palm oil free; Non-vegan; Vegetarian,,,,,"{'safe': ['cereal product 601 ragi flour 248 corn meal', 'rice flour', 'edible vegetable oil refined rice bran oil', 'starch', ' spices and condiments', 'stabilizers ins 170i', 'dehydrated mango powder', 'maltodextrin', 'milk solids', 'dextrose', 'raising agent ins 500 ii', 'flavour natural and natureidentical flavouring substance', 'hydrolysed vegetable protein', 'acidity regulators ins 330', 'ins 262ii', 'flavour enhancer ins 627', '631', 'yeast extract'], 'moderate': ['sugar', 'iodised salt'], 'harmful': []}",0,2,18,"{'gluten-free': ['maltodextrin'], 'vegan': ['milk solids'], 'low sugar': ['sugar']}",,Red
butterscotch flavour - snickers - 40 g,8902433003134.0,Unknown,Unknown,Snickers,"snacks, sweet snacks, cocoa and its products, chocolates, filled chocolates","France, India",3.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in high quantity (26.6%); Saturated fat in high quantity (10.6%); Sugars in high quantity (47.9%); Salt in moderate quantity (0.5%),"Milk Chocolate coating 35 Sugar, Milk solids, serve  Cocoa butter, Cocoa solids Edible vegetable fat 5 Sal fat, Palm oil, Dextrose, Emulsifier 322 Centre filling 65 Peanuts 23, Liquid glucose, Sugar, Hydrogenated vegetable oil Palm oil, Milk solids, lodized salt, Cocoa butter, Cocoa solids, Edible vegetable fats 5 Sal fat, Palm oil, Dextrose, Nature identical flavour Butterscotch, Emulsifier 322 20 5 CONTAINS VEGETABLE FAT IN ADDITION TO COCOA BUTTER Contains Milk, Peanut and Soy May contain treenuts",E322 - Lecithins,Palm oil; Non-vegan; Vegetarian,,,,,"{'safe': ['milk solids', 'serve  cocoa butter', 'cocoa solids edible vegetable fat 5 sal fat', 'palm oil', 'dextrose', 'emulsifier 322 centre filling 65 peanuts 23', 'liquid glucose', 'hydrogenated vegetable oil palm oil', 'milk solids', 'cocoa butter', 'cocoa solids', 'edible vegetable fats 5 sal fat', 'palm oil', 'dextrose', 'nature identical flavour butterscotch', 'emulsifier 322 20 5 contains vegetable fat in addition to cocoa butter contains milk', 'peanut and soy may contain treenuts'], 'moderate': ['milk chocolate coating 35 sugar', 'sugar', 'lodized salt'], 'harmful': []}",0,3,17,"{'gluten-free': [], 'vegan': ['milk chocolate coating 35 sugar', 'milk solids', 'serve  cocoa butter', 'milk solids', 'cocoa butter', 'nature identical flavour butterscotch', 'emulsifier 322 20 5 contains vegetable fat in addition to cocoa butter contains milk'], 'low sugar': ['milk chocolate coating 35 sugar', 'sugar']}",,Red
jhal chanachur - haldiram - 400g,8906070320319.0,Unknown,Unknown,Haldiram,snacks,India,3.0,Bad nutritional quality,3.0,Processed foods,0.0,,Fat in high quantity (40.5%); Saturated fat in moderate quantity (3.44%); Sugars in low quantity (2.08%); Salt in high quantity (2.25%),"Gram Pulses, Lentils, Peas, Peanuts, Edible Vegetable Oil, lodised Salt, Curry Leaves, Red Chillies, Turmeric, Raisins, Citric Acid INS 330 and Spices",E330 - Citric acid,May contain palm oil; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['gram pulses', 'lentils', 'peas', 'peanuts', 'edible vegetable oil', 'curry leaves', 'red chillies', 'turmeric', 'raisins'], 'moderate': ['lodised salt', 'citric acid ins 330 and spices'], 'harmful': []}",0,2,9,"{'gluten-free': [], 'vegan': [], 'low sugar': []}",,Red
funfoods classic egg mayonnaise - dr. oetker - 315g,8906002000012.0,Unknown,Unknown,Dr. Oetker,"condiments, cooking helpers, sauces, pizza sauces, topping sauce for pizza, toppings",India,3.0,Bad nutritional quality,3.0,Processed foods,4.0,,Fat in high quantity (63.4%); Saturated fat in high quantity (11.3%); Sugars in moderate quantity (5.6%); Salt in high quantity (1.53%),"Water, Tomato Paste 26, Sugar, Refined Soyabean Oil, Milk Solids, Onions, lodised Salt, Vegetables 29, Mixed Spices, Cheese 1, Acidity Regulators NS260, INS330, Herb, Antioxidant INS319",E319 - Tertiary-butylhydroquinone (tbhq); E330 - Citric acid,Palm oil free; Non-vegan; Vegetarian status unknown,,,,,"{'safe': ['water', 'tomato paste 26', 'refined soyabean oil', 'milk solids', 'onions', 'vegetables 29', 'mixed spices', 'cheese 1', 'acidity regulators ns260', 'ins330', 'herb', 'antioxidant ins319'], 'moderate': ['sugar', 'lodised salt'], 'harmful': []}",0,2,12,"{'gluten-free': [], 'vegan': ['milk solids'], 'low sugar': ['sugar']}",,Red
twilight tryst single origin dark chocolate - amul - 125,8901262071703.0,Unknown,Unknown,Amul,"snacks, sweet snacks, cocoa and its products, chocolates, dark chocolates, dark chocolate bar",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,1.0,,Fat in high quantity (34%); Saturated fat in high quantity (20.8%); Sugars in high quantity (44.2%); Salt in low quantity (0.0125%),"Cocoa solids, sugar, cocoa butter, emulsifiers 322, 476, artificial flavouring substances cocoa, vanilla",E322 - Lecithins; E476 - Polyglycerol polyricinoleate,Palm oil content unknown; Vegan status unknown; Vegetarian,,,,,"{'safe': ['cocoa solids', 'cocoa butter', 'emulsifiers 322', '476', 'artificial flavouring substances cocoa', 'vanilla'], 'moderate': ['sugar'], 'harmful': []}",0,1,6,"{'gluten-free': [], 'vegan': ['cocoa butter'], 'low sugar': ['sugar']}",,Red
rice bran oil - energymax - 1l,8908001749190.0,Unknown,Unknown,EnergyMax,"plant-based foods and beverages, plant-based foods, cereals and potatoes, fats, cereals and their products, vegetable fats, vegetable oils, cereal oils, rice bran oils, oils",India,5.0,Poor nutritional quality,4.0,Ultra processed foods,0.0,,Fat in high quantity (100%); Saturated fat in high quantity (31%); Sugars in low quantity (0%); Salt in low quantity (0%),"Rice Bran Oil, ADD03 Permitted Antioxidant E319, E330, Permitted Antifoaming Agent E900a, Vitamin A  Vitamin D",E319 - Tertiary-butylhydroquinone (tbhq); E330 - Citric acid; E900 - Dimethylpolysiloxane and Methylphenylpolysiloxane; E900a - Dimethyl polysiloxane,Palm oil content unknown; Vegan status unknown; Vegetarian,,,,,"{'safe': ['rice bran oil', 'add03 permitted antioxidant e319', 'permitted antifoaming agent e900a', 'vitamin a  vitamin d'], 'moderate': ['e330'], 'harmful': []}",0,1,4,"{'gluten-free': [], 'vegan': [], 'low sugar': []}",,Red
