Product Name,Barcode,Common Name,Brands,Categories,Nutri-Score,Nutri-Score Quality,NOVA Group,Food Processing,Eco-Score,Nutrient Levels,Ingredients,Additives,Ingredient Analysis
Berry Crunch - Slurrp Farm - 400 g,8906131680635.0,Unknown,Slurrp Farm,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals",Nutri-Score D,Poor nutritional quality,NOVA 4,Ultra processed foods,Eco-Score D,Fat in moderate quantity (3.2%); Saturated fat in low quantity (0.3%); Sugars in high quantity (24.1%); Salt in low quantity (0.0208%),"supergrain blend sorghum jowar, finger millet ragi , corn , raw unrefined sugar , rice flour , strawberry powder, jaggery, rice bran oil, vanilla extract, natural flavours, beetroot powder, natural vitamin e",,Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
Butter Biscuits - Open Secrets,8906166360328.0,Unknown,Open Secrets,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits",Nutri-Score C,Average nutritional quality,NOVA 4,Ultra processed foods,Eco-Score C,Fat in moderate quantity (3.3%); Saturated fat in moderate quantity (3%); Sugars in low quantity (3.8%); Salt in low quantity (0.135%),"oats flour, whole wheat flour, hydrogenated vegetable oil coconut oil, seasame oil refined  vitamin a, fructooligosaccharides, jaggery powder, skimmed milk powder, unsalted butter, refined sunflower oil, rising agent ins  ii, ins  ii ins i, e, antioxidant e, edible salt emulsifier ins",['e322 - lecithins; e450 - diphosphates; e450i - disodium diphosphate; e473 - sucrose esters of fatty acids; e500 - sodium carbonates; e500ii - sodium hydrogen carbonate; e575 - glucono-delta-lactone'],Palm oil content unknown; Non-vegan; Vegetarian
Poha Jada - DMart Premia - 1kg,8903363002853.0,Unknown,DMart Premia,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Rolled flakes, Rice flakes, Flattened rice, Poha",Nutri-Score B,Good nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score D,Fat in low quantity (1%); Saturated fat in low quantity (0.28%); Sugars in low quantity (0.34%); Salt in low quantity (0.00645%),rice flakes,,Palm oil free; Vegan; Vegetarian
Yellow Chana - DMart Premia - 200g,8903363008435.0,Unknown,DMart Premia,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Legumes, Seeds, Legume seeds, Pulses",Nutri-Score B,Good nutritional quality,NOVA 3,Processed foods,Eco-Score not computed,Fat in moderate quantity (7.26%); Saturated fat in low quantity (1.06%); Sugars in low quantity (2.01%); Salt in moderate quantity (0.853%),"roasted gram, edible common salt  turmeric",,Palm oil content unknown; Vegan status unknown; Vegetarian
Buffalo Milk A2 - Amul - 500ml,8901262260947.0,Unknown,Amul,"Dairies, Milks",Nutri-Score D,Poor nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score D,Fat in moderate quantity (6.5%); Saturated fat in moderate quantity (4.2%); Sugars in moderate quantity (5%); Salt in low quantity (0.125%),milk,,Palm oil free; Non-vegan; Vegetarian
Pumpkin Seeds - Farmley - 200g,8906120100151.0,Pumpkin Seeds,Farmley,"Plant-based foods and beverages, Plant-based foods, Seeds, Pumpkin and Squash plant products, Cucurbitacea seeds, Pumpkin seeds and their products, Pumpkin seeds",Nutri-Score A,Very good nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score E,Fat in high quantity (45.6%); Saturated fat in high quantity (8.1%); Sugars in low quantity (0%); Salt in low quantity (0.045%),pumpkin seeds,,Palm oil free; Vegan; Vegetarian
Chia seeds - Farmley - 200g,8906120100137.0,Chia seeds,Farmley,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Chia",Nutri-Score A,Very good nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score D,Fat in high quantity (31%); Saturated fat in moderate quantity (4.2%); Sugars in low quantity (0%); Salt in low quantity (0.045%),chia seeds,,Palm oil free; Vegan; Vegetarian
Raw Sunflower Seeds - Farmley - 200g,8906120107181.0,Sunflower Seeds,Farmley,"Plant-based foods and beverages, Plant-based foods, Seeds, Nuts and their products, Nuts, Sunflower seeds and their products, Sunflower seeds, Roasted sunflower seeds",Nutri-Score A,Very good nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score C,Fat in high quantity (47.7%); Saturated fat in moderate quantity (4.2%); Sugars in moderate quantity (5.2%); Salt in low quantity (0.045%),raw sunflower seeds,,Palm oil free; Vegan; Vegetarian
Flax Seeds - Farmley - 200g,8906120106849.0,Flax Seeds,Farmley,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Flax seeds",Nutri-Score C,Average nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score D,Fat in high quantity (35.5%); Saturated fat in high quantity (11%); Sugars in low quantity (4.1%); Salt in low quantity (0.045%),raw flax seeds,,Palm oil free; Vegan status unknown; Vegetarian status unknown
Bharat Atta - 5kg,8908015422553.0,Unknown,Bharat,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Wheats, Common wheats",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 1,Unprocessed or minimally processed foods,Eco-Score B,Fat in low quantity (1.69%),whole wheat,,Palm oil free; Vegan; Vegetarian
Good Life Ragi Flour - 1kg,3904425422553.0,Unknown,Good Life,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Millet, Finger Millet",Nutri-Score B,Good nutritional quality,NOVA not computed,Food processing level unknown,Eco-Score not computed,Fat in low quantity (1.3%); Saturated fat in low quantity (0.3%); Sugars in low quantity (0.3%); Salt in low quantity (0.0118%),ragi,,Palm oil content unknown; Vegan status unknown; Vegetarian
Alpenliebe Juzt Jelly Cars & Planes - 71.5g,8901393019889.0,Unknown,Alpenliebe,"Plant-based foods and beverages, Plant-based foods, Snacks, Breakfasts, Spreads, Sweet snacks, Confectioneries, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Candies, Fruit jellies, Gummi candies",Nutri-Score D,Poor nutritional quality,NOVA 4,Ultra processed foods,Eco-Score B,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (78%); Salt in low quantity (0.175%),"sugar, fruit pulp  papaya , apple , strawberry  glucose, acidity regulators ins , ins  iii, ins , thickener ins  acid,  , flavours natureidentical and artificial watermelon, colours",['e296 - malic acid; e330 - citric acid; e331 - sodium citrates; e331iii - trisodium citrate; e440 - pectins'],Palm oil free; Vegan status unknown; Vegetarian status unknown
tomato sauce - anu's sauce - 200g,8904406126413.0,Unknown,anu's sauce,"Condiments, Sauces, Tomato sauces",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 3,Processed foods,Eco-Score B,Not Available,"tomato pulp, vegetable pulp, sugar, salt, garlic powder, acetic acid additives , spices and contiment extr and preservative contains permitted class ii preservatives",['e260 - acetic acid'],Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
English Oven Milk Sliced White Bread,8906001387039.0,Unknown,English Oven,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads",Nutri-Score C,Average nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in low quantity (2.23%); Saturated fat in low quantity (1.09%); Sugars in moderate quantity (6.21%); Salt in moderate quantity (1.05%),"refined wheat flour maida, water, milk solids , yeast, sugar, lodized salt, edible vegetable oil palm, wheat gluten, soya flour, class ii preservative , improvers  i, , , , emulsifiers , e,  i, acidity regulator  and antioxidants",['e100 - curcumin; e170 - calcium carbonates; e260 - acetic acid; e282 - calcium propionate; e300 - ascorbic acid; e471 - mono- and diglycerides of fatty acids; e472e - mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids; e481 - sodium stearoyl-2-lactylate; e510 - ammonium chloride; e923 - ammonium persulfate'],Palm oil; Non-vegan; Vegetarian
Patanjali Rock Salt,8904422701151.0,Unknown,Patanjali,Rock Salt,Nutri-Score A,Very good nutritional quality,NOVA 3,Processed foods,Eco-Score not computed,Fat in low quantity (0%); Salt in low quantity (0.085%),rock salt sendha namak,,Palm oil content unknown; Vegan status unknown; Vegetarian
Nutraj California Walnut Inshell - 1kg,8906019772728.0,Unknown,Nutraj,"Plant-based foods and beverages, Plant-based foods, Nuts and their products, Nuts, Walnuts",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA not computed,Food processing level unknown,Eco-Score E,Fat in high quantity (58%); Saturated fat in high quantity (5.1%); Sugars in low quantity (0%),walnut inshell,,Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
Mango Dasheri - - 1 kg,8904293590442.0,Unknown,Unknown,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Tropical fruits, Mangoes, Mango",Nutri-Score A,Very good nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score B,Not Available,mango,,Palm oil free; Vegan; Vegetarian
Mango Mallika - - 1 kg,8904391593333.0,Unknown,Unknown,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Mango",Nutri-Score A,Very good nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score not computed,Not Available,mango,,Palm oil free; Vegan; Vegetarian
KitKat Dark Chocolate Coated Wafer - Nestle - 150g,8901058005905.0,Unknown,Nestle,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Biscuits and cakes, Chocolate candies, Biscuits, Bonbons, Chocolate biscuits, Wafers, Stuffed wafers, Chocolate confectioneries filled with wafer, Chocolate stuffed wafers",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score D,Fat in high quantity (22.5%); Saturated fat in high quantity (22.2%); Sugars in high quantity (37.7%); Salt in low quantity (0.0243%),"dark chocolate  sugar, cocoa solids , cocoa butter , emulsifier soya lecithin, natureidentical flavouring substance and lodised salt and wafer sugar, hydrogenated vegetable fats, refined wheat flour maida, cocoa solids , milk solids, fractionated vegetable fat, raising agent ii, yeast, emulsifier soya lecithin, lodised salt, flour treatment agent , artificial vanilla flavouring substance and natureidentical flavouring substance contains wheat, milk, sesame and soy may contains nut",['e322 - lecithins; e322i - lecithin; e500 - sodium carbonates; e516 - calcium sulphate'],May contain palm oil; Non-vegan; Vegetarian status unknown
Fresh Catch Basa Fish Fillets - IFB - 1kg,813210000001.0,Unknown,IFB,"Seafood, Fishes and their products, Fishes, Frozen foods, Frozen seafood, Frozen fishes, Frozen fish fillets",Nutri-Score A,Very good nutritional quality,NOVA 3,Processed foods,Eco-Score not computed,Fat in low quantity (1.07%); Saturated fat in low quantity (0%); Sugars in low quantity (0.49%); Salt in low quantity (0%),"basa pangasius sp, water and salt",,Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
Chicken Noodles - Maggi - 71g,8901058008234.0,Unknown,Maggi,"Plant-based foods and beverages, Plant-based foods, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 4,Ultra processed foods,Eco-Score B,Not Available,"noodles refined wheat flour maida alm oil iodized salt wheat gluten thickeners    acidity regulators i  i humectant i chicken tastemaker mixed spices  dehydrated onion, dried garlic, red chilli powder, black pepper powder, capsicum extract, turmeric powder, nutmeg powder, coriander extract, cumin extract sugar refined wheat flour maida iodized salt starch chicken meat  palm oil thickener  chicken fat  natural flavour flavour enhancer  nature identical flavouring substance acidity regulator  colour d dehydrated kasuri methi leaves onion wheat gluten dehydrated bread",['e451 - triphosphates; e500 - sodium carbonates; e501 - potassium carbonates'],May contain palm oil; Non-vegan; Non-vegetarian
Sugar Free Cracker Nature spice Jeera & Ajwain - Britannia,8901063026209.0,Unknown,Britannia,"Snacks, Salty snacks, Sweet snacks, Appetizers, Biscuits and cakes, Biscuits, Crackers, Wheat crackers",Nutri-Score D,Poor nutritional quality,NOVA 4,Ultra processed foods,Eco-Score C,Fat in moderate quantity (16.2%); Saturated fat in high quantity (7.7%); Sugars in low quantity (0%); Salt in moderate quantity (0.662%),"refined wheat flour maida , refined palm  palmolein oil, raising agents ii, ii  i, iodised salt, spices cumin  ajwain , vital gluten, yeast, milk solids, emulsifier i, dough conditioner , natural flavouring substances and improvers i  i numbers in brackets as per international numbering system contains wheat gluten, milk, soya and sulphite",['e1100 - alpha-amylase; e1101 - protease; e223 - sodium metabisulphite; e322 - lecithins; e341 - calcium phosphates; e500 - sodium carbonates; e503 - ammonium carbonates'],Palm oil; Non-vegan; Vegetarian status unknown
Sona Masoori Rice - Daawat - 5 kg,8901537074415.0,Unknown,Daawat,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Vegetables, Spanish vegetables, Rice",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 1,Unprocessed or minimally processed foods,Eco-Score not computed,Fat in low quantity (0.5%); Saturated fat in low quantity (0.1%); Salt in low quantity (0.00187%),rice,,Palm oil free; Vegan; Vegetarian
8906006720336,8906006720336.0,Unknown,Unknown,"Breakfasts, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Honeys",Nutri-Score E,Bad nutritional quality,NOVA 2,Processed culinary ingredients,Eco-Score B,Not Available,bee honey,,Palm oil free; Non-vegan; Vegetarian
mom 3 cheese pasta,8906084413021.0,Unknown,Mom,"Plant-based foods and beverages, Plant-based foods, Meals, Pasta dishes, Pastas, Instant pasta",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in moderate quantity (9%); Saturated fat in moderate quantity (3%); Sugars in low quantity (4%),"pasta durum wheat pasta   cheese sauce mix milk solids cheese powder , mozzarella cheese powder , parmesan cheese powder , whole milk powder, skimmed milk powder, potato starch, wheat flour, spices  condiments onion, garlic, parsley, lodized salt, vegetable palm fat powder, maltodextrin, natural  nature identical flavouring substances, stabilizer ins  flavour enhancer ins , ins  italian seasoning mix dehydrated garlic, lodized salt, spices and herbs oregano, basil, black pepper, chilli, edible soyabean oil, anticaking agent ins  contains added natural flavouring substances allergen advice contains milk  wheat store in a cool and dry place nutrition nutritional information a energy kca total fat  saturated fat trans fal cholestrol ing sodium mg total carbohyd dietary fiber total suger includes a protein g vitamin d pottasium iron mg calcium mg  recommend as per for feedback reachemealth or alimento park opcl toll free nor",['e415 - xanthan gum; e551 - silicon dioxide; e627 - disodium guanylate; e631 - disodium inosinate'],Palm oil; Non-vegan; Vegetarian status unknown
